12.5 4.23063e-06 3.52082e-06 1.38497e-05 1.14114e-05 0.311957 0.301573
17.5 6.15448e-07 5.24632e-07 1.83894e-06 1.53696e-06 0.344676 0.331069
22.5 1.18944e-07 1.0432e-07 3.33707e-07 2.82364e-07 0.373782 0.352751
27.5 2.65846e-08 2.29984e-08 7.15829e-08 6.07217e-08 0.383053 0.367052
32.5 6.27091e-09 5.44029e-09 1.68997e-08 1.41651e-08 0.389791 0.365624
37.5 1.51992e-09 1.29705e-09 4.04366e-09 3.41629e-09 0.387281 0.367557
42.5 3.56641e-10 3.04574e-10 9.68827e-10 8.0108e-10 0.389543 0.357313
47.5 8.61281e-11 7.33468e-11 2.34028e-10 1.95899e-10 0.388332 0.354833
52.5 1.99624e-11 1.56285e-11 5.89025e-11 4.77933e-11 0.355639 0.311219
57.5 4.19115e-12 3.52917e-12 1.19773e-11 1.08096e-11 0.375769 0.303176
