12.5 4.50866e-06 3.76563e-06 1.73865e-06 1.42835e-06 2.66414 2.56143
17.5 6.43254e-07 5.53013e-07 2.1252e-07 1.84663e-07 3.06776 2.95491
22.5 1.22967e-07 1.08193e-07 4.10495e-08 3.56284e-08 3.06865 2.96564
27.5 2.72877e-08 2.36675e-08 9.31042e-09 7.96169e-09 3.00494 2.89943
32.5 6.34452e-09 5.54155e-09 2.14807e-09 1.89471e-09 3.01256 2.85238
37.5 1.52049e-09 1.31771e-09 5.27702e-10 4.56892e-10 2.96174 2.79931
42.5 3.57064e-10 3.0676e-10 1.24985e-10 1.09141e-10 2.98571 2.70415
47.5 8.65991e-11 7.39849e-11 3.12945e-11 2.41641e-11 3.15875 2.67504
52.5 1.99864e-11 1.54461e-11 7.31247e-12 5.20388e-12 3.10799 2.56428
57.5 4.0456e-12 3.52406e-12 1.48366e-12 1.14144e-12 3.30606 2.50516
