12.5 4.23063e-06 3.52082e-06 1.69736e-05 1.3831e-05 0.257324 0.246123
17.5 6.15448e-07 5.24632e-07 2.18671e-06 1.81611e-06 0.291684 0.278466
22.5 1.18944e-07 1.0432e-07 3.93989e-07 3.28845e-07 0.320883 0.298832
27.5 2.65846e-08 2.29984e-08 8.43471e-08 7.03994e-08 0.330345 0.311575
32.5 6.27091e-09 5.44029e-09 1.96473e-08 1.64094e-08 0.336506 0.314577
37.5 1.51992e-09 1.29705e-09 4.75653e-09 4.00985e-09 0.329873 0.312554
42.5 3.56641e-10 3.04574e-10 1.17039e-09 9.50922e-10 0.327812 0.295863
47.5 8.61281e-11 7.33468e-11 2.74549e-10 2.39045e-10 0.323604 0.297051
52.5 1.99624e-11 1.56285e-11 7.26777e-11 5.87936e-11 0.288903 0.252619
57.5 4.19115e-12 3.52917e-12 1.48686e-11 1.31427e-11 0.308512 0.24426
