12.5 4.64472e-06 3.90305e-06 2.9342e-05 2.56101e-05 0.160158 0.150393
17.5 6.68046e-07 5.76005e-07 3.46493e-06 2.99468e-06 0.194915 0.190497
22.5 1.2877e-07 1.13323e-07 6.07165e-07 5.26334e-07 0.217776 0.209905
27.5 2.87503e-08 2.50231e-08 1.28304e-07 1.12904e-07 0.226585 0.21904
32.5 6.77474e-09 5.91114e-09 2.98463e-08 2.58365e-08 0.232299 0.223703
37.5 1.63897e-09 1.4137e-09 7.26153e-09 6.3538e-09 0.229593 0.21885
42.5 3.82586e-10 3.28478e-10 1.7519e-09 1.52747e-09 0.222906 0.209056
47.5 9.36449e-11 8.03306e-11 4.13453e-10 3.73805e-10 0.232338 0.208727
52.5 2.16179e-11 1.67477e-11 1.09687e-10 9.08431e-11 0.205117 0.177205
57.5 4.48079e-12 3.97749e-12 2.40312e-11 2.11825e-11 0.202938 0.171729
