12.5 4.23063e-06 3.52082e-06 1.06644e-05 8.87728e-06 0.401128 0.391543
17.5 6.15448e-07 5.24632e-07 1.44496e-06 1.22039e-06 0.434172 0.421264
22.5 1.18944e-07 1.0432e-07 2.69451e-07 2.28642e-07 0.461596 0.436798
27.5 2.65846e-08 2.29984e-08 5.82733e-08 4.99129e-08 0.466211 0.450862
32.5 6.27091e-09 5.44029e-09 1.35436e-08 1.15681e-08 0.477424 0.456191
37.5 1.51992e-09 1.29705e-09 3.28317e-09 2.76552e-09 0.478472 0.452616
42.5 3.56641e-10 3.04574e-10 7.79286e-10 6.4908e-10 0.480815 0.444138
47.5 8.61281e-11 7.33468e-11 1.86715e-10 1.56263e-10 0.486886 0.444724
52.5 1.99624e-11 1.56285e-11 4.43825e-11 3.81703e-11 0.472033 0.388782
57.5 4.19115e-12 3.52917e-12 9.37694e-12 8.46776e-12 0.474284 0.388838
