12.5 4.23063e-06 3.52082e-06 7.31566e-06 6.15721e-06 0.584385 0.565739
17.5 6.15448e-07 5.24632e-07 1.04736e-06 8.85132e-07 0.598679 0.581184
22.5 1.18944e-07 1.0432e-07 1.97451e-07 1.70523e-07 0.618861 0.595987
27.5 2.65846e-08 2.29984e-08 4.30213e-08 3.72341e-08 0.624984 0.610611
32.5 6.27091e-09 5.44029e-09 1.00318e-08 8.58951e-09 0.643101 0.615914
37.5 1.51992e-09 1.29705e-09 2.45307e-09 2.06295e-09 0.64129 0.605922
42.5 3.56641e-10 3.04574e-10 5.79469e-10 4.83817e-10 0.644957 0.597395
47.5 8.61281e-11 7.33468e-11 1.38733e-10 1.18612e-10 0.641167 0.598074
52.5 1.99624e-11 1.56285e-11 3.20654e-11 2.61188e-11 0.654955 0.56891
57.5 4.19115e-12 3.52917e-12 6.81897e-12 5.84226e-12 0.657303 0.558525
