12.5 4.50866e-06 3.76563e-06 8.19762e-06 6.97557e-06 0.555862 0.533365
17.5 6.43254e-07 5.53013e-07 1.14106e-06 9.68745e-07 0.5784 0.55749
22.5 1.22967e-07 1.08193e-07 2.08677e-07 1.82427e-07 0.599952 0.582953
27.5 2.72877e-08 2.36675e-08 4.45011e-08 3.85671e-08 0.620936 0.605925
32.5 6.34452e-09 5.54155e-09 1.02726e-08 8.7466e-09 0.643497 0.608725
37.5 1.52049e-09 1.31771e-09 2.44754e-09 2.09081e-09 0.642832 0.607906
42.5 3.57064e-10 3.0676e-10 5.61891e-10 4.75401e-10 0.660595 0.616689
47.5 8.65991e-11 7.39849e-11 1.36488e-10 1.18397e-10 0.653617 0.604777
52.5 1.99864e-11 1.54461e-11 3.04789e-11 2.50545e-11 0.6853 0.58616
57.5 4.0456e-12 3.52406e-12 6.31284e-12 5.45111e-12 0.700731 0.586564
