12.5 1.61786e-06 1.34203e-06 5.60972e-06 2.43663e-08 0.288619 0.239054
17.5 1.95584e-07 1.6871e-07 6.50631e-07 2.61259e-09 0.300787 0.259132
22.5 3.17984e-08 2.74905e-08 1.0655e-07 4.61729e-10 0.298661 0.25781
27.5 6.20056e-09 5.16248e-09 2.03733e-08 9.89893e-11 0.304552 0.253208
32.5 1.23876e-09 1.0617e-09 4.31807e-09 2.83038e-11 0.287173 0.245647
37.5 2.57096e-10 2.17451e-10 9.31188e-10 8.08241e-12 0.276417 0.23322
42.5 5.72843e-11 4.29832e-11 2.01534e-10 2.36575e-12 0.284707 0.212902
47.5 1.29272e-11 9.20387e-12 4.26408e-11 7.73363e-13 0.303866 0.21521
52.5 2.71547e-12 1.63011e-12 8.99103e-12 2.63979e-13 0.30289 0.180441
57.5 5.51506e-13 2.89359e-13 1.76497e-12 9.7424e-14 0.315558 0.162311
