12.5 3.75441e-06 3.1777e-06 1.27045e-05 4.93035e-08 0.295715 0.249969
17.5 3.99893e-07 3.42972e-07 1.36579e-06 4.67916e-09 0.292947 0.250977
22.5 5.94446e-08 5.20043e-08 2.11449e-07 8.53221e-10 0.281335 0.245791
27.5 1.08576e-08 9.3295e-09 3.89205e-08 1.72958e-10 0.279153 0.239553
32.5 2.20616e-09 1.83345e-09 8.04929e-09 4.69332e-11 0.274317 0.227593
37.5 4.32036e-10 3.63766e-10 1.74206e-09 1.35151e-11 0.248284 0.208571
42.5 9.06657e-11 7.32566e-11 3.785e-10 4.16942e-12 0.239967 0.1932
47.5 2.16029e-11 1.76225e-11 8.34057e-11 1.28746e-12 0.259512 0.210894
52.5 5.46706e-12 2.76893e-12 1.76183e-11 4.52226e-13 0.311142 0.156524
57.5 7.9443e-13 4.02176e-13 3.42747e-12 1.53225e-13 0.233401 0.116536
