12.5 1.71043e-06 1.42646e-06 5.60972e-06 2.43663e-08 0.305137 0.254103
17.5 2.02028e-07 1.76753e-07 6.50631e-07 2.61259e-09 0.310701 0.2715
22.5 3.26066e-08 2.82983e-08 1.0655e-07 4.61729e-10 0.306252 0.265384
27.5 6.38971e-09 5.28198e-09 2.03733e-08 9.89893e-11 0.313844 0.259066
32.5 1.23995e-09 1.08878e-09 4.31807e-09 2.83038e-11 0.287458 0.251915
37.5 2.55925e-10 2.23682e-10 9.31188e-10 8.08241e-12 0.275195 0.239902
42.5 5.69308e-11 4.30938e-11 2.01534e-10 2.36575e-12 0.282985 0.213446
47.5 1.30558e-11 9.17247e-12 4.26408e-11 7.73363e-13 0.306899 0.214497
52.5 2.7061e-12 1.70716e-12 8.99103e-12 2.63979e-13 0.301848 0.188943
57.5 4.88019e-13 2.82356e-13 1.76497e-12 9.7424e-14 0.27911 0.158394
