12.5 0.38082 0.280004
17.5 0.370884 0.272973
22.5 0.409954 0.295473
27.5 0.437776 0.304323
32.5 0.44591 0.315922
37.5 0.460613 0.31631
42.5 0.455466 0.307749
47.5 0.421879 0.281029
52.5 0.398215 0.26088
57.5 0.367632 0.234393
62.5 0.35045 0.204589
67.5 0.298459 0.179332
