  5.000000E+00  1.218676E+07
  7.500000E+00  1.373711E+06
  1.000000E+01  2.616613E+05
  1.250000E+01  6.767695E+04
  1.500000E+01  2.131062E+04
  1.750000E+01  7.705264E+03
  2.000000E+01  3.068327E+03
  2.250000E+01  1.316474E+03
  2.500000E+01  5.975297E+02
  2.750000E+01  2.824891E+02
  3.000000E+01  1.380579E+02
  3.250000E+01  6.907497E+01
  3.500000E+01  3.508390E+01
  3.750000E+01  1.804908E+01
  4.000000E+01  9.335866E+00
  4.250000E+01  4.828086E+00
  4.500000E+01  2.498420E+00
  4.750000E+01  1.282599E+00
  5.000000E+01  6.533573E-01
  5.250000E+01  3.283843E-01
  5.500000E+01  1.623078E-01
  5.750000E+01  7.863294E-02
  6.000000E+01  3.721362E-02
  6.250000E+01  1.709604E-02
  6.500000E+01  7.618136E-03
  6.750000E+01  3.267931E-03
  7.000000E+01  1.341165E-03
  7.250000E+01  5.243267E-04
  7.500000E+01  1.936824E-04
  7.750000E+01  6.689348E-05
  8.000000E+01  2.136723E-05
