  10.  0.225363562
  10.5  0.220050513
  11.  0.216920899
  11.5  0.214239422
  12.  0.212143359
  12.5  0.210862844
  13.  0.210040756
  13.5  0.208995299
  14.  0.209125032
  14.5  0.208882151
  15.  0.209053023
  15.5  0.208821062
  16.  0.209078336
  16.5  0.209413937
  17.  0.209852611
  17.5  0.209796773
  18.  0.210262378
  18.5  0.210650715
  19.  0.210627318
  19.5  0.210982773
  20.  0.210956066
  20.5  0.211574721
  21.  0.212296206
  21.5  0.212530801
  22.  0.213165404
  22.5  0.213463423
  23.  0.213977825
  23.5  0.213872637
  24.  0.21443802
  24.5  0.214605301
  25.  0.214834414
  25.5  0.214781594
  26.  0.214757514
  26.5  0.214851509
  27.  0.214671637
  27.5  0.214624496
  28.  0.214008307
  28.5  0.213582732
  29.  0.21277313
  29.5  0.212006451
  30.  0.211022446
  30.5  0.210077246
  31.  0.209305697
  31.5  0.208457908
  32.  0.207448823
  32.5  0.206370085
  33.  0.205473425
  33.5  0.204138024
  34.  0.203041732
  34.5  0.20190312
  35.  0.20069213
  35.5  0.199259854
  36.  0.197668716
  36.5  0.196409173
  37.  0.194700795
  37.5  0.193319026
  38.  0.191853534
  38.5  0.189763682
  39.  0.187962702
  39.5  0.185955827
  40.  0.183822832
 
