  5.000000E+00  8.229604E+06
  7.500000E+00  9.772089E+05
  1.000000E+01  1.928033E+05
  1.250000E+01  5.113384E+04
  1.500000E+01  1.639993E+04
  1.750000E+01  6.003713E+03
  2.000000E+01  2.406488E+03
  2.250000E+01  1.034196E+03
  2.500000E+01  4.681387E+02
  2.750000E+01  2.198633E+02
  3.000000E+01  1.063392E+02
  3.250000E+01  5.252585E+01
  3.500000E+01  2.626976E+01
  3.750000E+01  1.328717E+01
  4.000000E+01  6.746957E+00
  4.250000E+01  3.422721E+00
  4.500000E+01  1.736616E+00
  4.750000E+01  8.738842E-01
  5.000000E+01  4.364406E-01
  5.250000E+01  2.150781E-01
  5.500000E+01  1.042503E-01
  5.750000E+01  4.951737E-02
  6.000000E+01  2.297120E-02
  6.250000E+01  1.032940E-02
  6.500000E+01  4.497993E-03
  6.750000E+01  1.878148E-03
  7.000000E+01  7.456874E-04
  7.250000E+01  2.796655E-04
  7.500000E+01  9.779744E-05
  7.750000E+01  3.136300E-05
  8.000000E+01  9.037019E-06
