  5.000000E+00  1.434282E+07
  7.500000E+00  1.559798E+06
  1.000000E+01  2.898695E+05
  1.250000E+01  7.345334E+04
  1.500000E+01  2.269647E+04
  1.750000E+01  8.048484E+03
  2.000000E+01  3.140574E+03
  2.250000E+01  1.318760E+03
  2.500000E+01  5.845832E+02
  2.750000E+01  2.692463E+02
  3.000000E+01  1.278701E+02
  3.250000E+01  6.203938E+01
  3.500000E+01  3.046566E+01
  3.750000E+01  1.510943E+01
  4.000000E+01  7.510660E+00
  4.250000E+01  3.721974E+00
  4.500000E+01  1.838965E+00
  4.750000E+01  8.984258E-01
  5.000000E+01  4.339691E-01
  5.250000E+01  2.062293E-01
  5.500000E+01  9.597352E-02
  5.750000E+01  4.365210E-02
  6.000000E+01  1.933011E-02
  6.250000E+01  8.301248E-03
  6.500000E+01  3.436448E-03
  6.750000E+01  1.366179E-03
  7.000000E+01  5.174520E-04
  7.250000E+01  1.856162E-04
  7.500000E+01  6.243927E-05
  7.750000E+01  1.949609E-05
  8.000000E+01  5.531884E-06
