12.5 2.45307e-06 2.08684e-06 9.15772e-06 3.57761e-08 0.268059 0.227734
17.5 2.89259e-07 2.46941e-07 1.02383e-06 3.60438e-09 0.282671 0.241062
22.5 4.50647e-08 3.92151e-08 1.61505e-07 6.42683e-10 0.279222 0.242662
27.5 8.66321e-09 7.20426e-09 3.02179e-08 1.33927e-10 0.286867 0.238251
32.5 1.74905e-09 1.50646e-09 6.30593e-09 3.74048e-11 0.277605 0.238699
37.5 3.62197e-10 2.99057e-10 1.3655e-09 1.09688e-11 0.265528 0.218752
42.5 7.8499e-11 6.0105e-11 2.9278e-10 3.12499e-12 0.268507 0.204957
47.5 1.81736e-11 1.42739e-11 6.45281e-11 1.04039e-12 0.282231 0.220778
52.5 3.75625e-12 2.3359e-12 1.34559e-11 3.58944e-13 0.279947 0.172848
57.5 7.05935e-13 4.19949e-13 2.62272e-12 1.25686e-13 0.271324 0.158809
