12.5 4.12815e-06 3.52221e-06 1.27045e-05 4.93035e-08 0.325163 0.277063
17.5 4.54303e-07 3.89709e-07 1.36579e-06 4.67916e-09 0.332811 0.285171
22.5 6.88742e-08 6.04216e-08 2.11449e-07 8.53221e-10 0.325967 0.285568
27.5 1.2846e-08 1.11568e-08 3.89205e-08 1.72958e-10 0.330284 0.286485
32.5 2.63466e-09 2.22805e-09 8.04929e-09 4.69332e-11 0.327613 0.276552
37.5 5.38497e-10 4.5296e-10 1.74206e-09 1.35151e-11 0.309461 0.259697
42.5 1.11795e-10 9.19711e-11 3.785e-10 4.16942e-12 0.295851 0.242522
47.5 2.70835e-11 2.11345e-11 8.34057e-11 1.28746e-12 0.325423 0.252872
52.5 6.167e-12 3.56981e-12 1.76183e-11 4.52226e-13 0.351082 0.201715
57.5 1.03507e-12 6.47899e-13 3.42747e-12 1.53225e-13 0.304371 0.187515
