12.5 2.86418e-06 2.43999e-06 9.15772e-06 3.57761e-08 0.312992 0.266274
17.5 3.30461e-07 2.87912e-07 1.02383e-06 3.60438e-09 0.322943 0.281056
22.5 5.11261e-08 4.48541e-08 1.61505e-07 6.42683e-10 0.316787 0.277544
27.5 9.76772e-09 8.24218e-09 3.02179e-08 1.33927e-10 0.32345 0.272568
32.5 1.96809e-09 1.71767e-09 6.30593e-09 3.74048e-11 0.31239 0.272148
37.5 4.11118e-10 3.40618e-10 1.3655e-09 1.09688e-11 0.301414 0.249134
42.5 8.64795e-11 6.79101e-11 2.9278e-10 3.12499e-12 0.295833 0.231555
47.5 2.06598e-11 1.60001e-11 6.45281e-11 1.04039e-12 0.320876 0.247442
52.5 4.13653e-12 2.66229e-12 1.34559e-11 3.58944e-13 0.308367 0.196964
57.5 7.43146e-13 4.77403e-13 2.62272e-12 1.25686e-13 0.285664 0.180456
