  5.000000E+00  1.456928E+07
  7.500000E+00  1.573523E+06
  1.000000E+01  2.932040E+05
  1.250000E+01  7.467259E+04
  1.500000E+01  2.318972E+04
  1.750000E+01  8.257347E+03
  2.000000E+01  3.231301E+03
  2.250000E+01  1.358984E+03
  2.500000E+01  6.026505E+02
  2.750000E+01  2.774032E+02
  3.000000E+01  1.315546E+02
  3.250000E+01  6.369596E+01
  3.500000E+01  3.120017E+01
  3.750000E+01  1.542933E+01
  4.000000E+01  7.645541E+00
  4.250000E+01  3.775902E+00
  4.500000E+01  1.858949E+00
  4.750000E+01  9.045705E-01
  5.000000E+01  4.350110E-01
  5.250000E+01  2.056263E-01
  5.500000E+01  9.506061E-02
  5.750000E+01  4.288104E-02
  6.000000E+01  1.878841E-02
  6.250000E+01  7.957096E-03
  6.500000E+01  3.232903E-03
  6.750000E+01  1.253624E-03
  7.000000E+01  4.587001E-04
  7.250000E+01  1.568261E-04
  7.500000E+01  4.936745E-05
  7.750000E+01  1.403796E-05
  8.000000E+01  3.488747E-06
