Start_Time Number_of_Events Sampled_Luminosity Prescale Livetime
8548604 21741 0.0036235 786.71197510 0.928956373247125
8550504 3550 0.000591666666666667 733.54266357 0.907407129910966
8550907 471 7.85e-05 717.25201416 0.70942948552101
8551026 20610 0.003435 713.98138428 0.868103468975348
8552927 21798 0.003633 672.96801758 0.901566663353884
8554791 5629 0.000938166666666667 653.90667725 0.935925325558815
8555306 4899 0.0008165 647.08532715 0.78144020377814
8555835 16157 0.00269283333333333 636.04669189 0.788958256110306
8649614 30614 0.00510233333333333 728.59197998 0.876399870450997
8651567 24209 0.00403483333333333 934.64807129 0.884038394807987
8653470 20144 0.00335733333333333 1035.70935059 0.861860241693311
8655339 12010 0.00200166666666667 1035.64941406 0.816352332199321
8661460 20152 0.00335866666666667 797.43865967 0.894830052858387
8663349 20896 0.00348266666666667 736.50268555 0.918736449149813
8665548 3713 0.000618833333333333 679.27337646 0.896436929821848
8666296 21580 0.00359666666666667 662.63598633 0.932720861572485
8668181 8375 0.00139583333333333 608.56530762 0.916732444794941
8668935 18106 0.00301766666666667 603.25073242 0.751365925697246
8670881 10861 0.00181016666666667 559.53735352 0.818222201396121
8672308 3500 0.000583333333333333 540.02801514 0.796070144521233
8672686 20333 0.00338883333333333 526.07196045 0.811819496848615
8674614 7652 0.00127533333333333 492.77334595 0.790958126679115
8675805 10113 0.0016855 453.98669434 0.783072096035942
8676756 21409 0.00356816666666667 441.81198120 0.82105575023987
8678630 22865 0.00381083333333333 413.27334595 0.845775642887544
8680522 23224 0.00387066666666667 406.67599487 0.852254117370182
8682465 16546 0.00275766666666667 386.04931641 0.863554370719047
8684311 3086 0.000514333333333333 229.64265442 0.78905063150157
8713729 9136 0.00152266666666667 65.82399750 0.940862410788193
8714246 43425 0.0072375 65.58799744 0.95862314098991
8716145 12717 0.0021195 61.68133545 0.950434032405814
8716726 7555 0.00125916666666667 60.49333572 0.936696563258346
8726226 24499 0.00408316666666667 1012.38275146 0.86572716695865
8728069 22601 0.00376683333333333 1127.04528809 0.885832170279255
8730001 18833 0.00313883333333333 1207.58666992 0.882634553125706
8731882 18149 0.00302483333333333 1128.82397461 0.862555165938419
8733794 18354 0.003059 1038.08398438 0.918800724108066
8735698 19456 0.00324266666666667 875.12396240 0.898601989855972
8737555 19143 0.0031905 847.12530518 0.89270776884232
8739488 19003 0.00316716666666667 816.46136475 0.922004313149639
8741469 6298 0.00104966666666667 735.59197998 0.909399542952762
8742162 19449 0.0032415 706.76800537 0.886772264623738
8744059 19056 0.003176 672.00000000 0.8796217673895
8746050 17465 0.00291083333333333 633.90533447 0.823769137103135
8747916 17058 0.002843 594.52935791 0.836968946568197
8749948 17851 0.00297516666666667 552.02667236 0.827445575049584
8751805 18833 0.00313883333333333 524.11999512 0.866543872061377
8753673 7535 0.00125583333333333 491.95333862 0.862989835887865
8754436 18913 0.00315216666666667 474.87600708 0.862416526291469
8756282 6988 0.00116466666666667 440.83068848 0.837584445153167
8757074 20447 0.00340783333333333 430.58135986 0.889643725817323
8758975 8624 0.00143733333333333 401.97866821 0.880157512145031
8760160 19871 0.00331183333333333 386.73733521 0.862874969808381
8762146 21561 0.0035935 366.16265869 0.899564578650396
8764051 2908 0.000484666666666667 348.14932251 0.653096939584611
8764451 20748 0.003458 344.33734131 0.892538827193378
8784135 22062 0.003677 970.04003906 0.8949478847256
8785995 19568 0.00326133333333333 999.29333496 0.917525187871458
8787746 3848 0.000641333333333333 928.99060059 0.882525152564737
8788167 21794 0.00363233333333333 934.37725830 0.874595496150873
8790023 18496 0.00308266666666667 1117.47204590 0.86890417538575
8791928 14459 0.00240983333333333 1120.50805664 0.709603733616101
8793790 18503 0.00308383333333333 1052.94799805 0.91562889687993
8795675 17174 0.00286233333333333 978.54803467 0.854566566997326
8797530 2060 0.000343333333333333 886.57464600 0.64696531981366
8798895 18654 0.003109 826.18267822 0.898558522032506
8800781 17661 0.0029435 752.28668213 0.930667125087145
8802500 18528 0.003088 704.97467041 0.868356001054682
8819926 1905 0.0003175 1104.44274902 0.84465340806669
8820963 23324 0.00388733333333333 1043.94128418 0.864100472911105
8822837 20322 0.003387 1209.11071777 0.883904754830005
8824718 18253 0.00304216666666667 1233.32800293 0.893834092139411
8826566 18096 0.003016 1150.47473145 0.911946393506459
8828427 18682 0.00311366666666667 1014.39196777 0.906432872734759
8830298 18772 0.00312866666666667 939.24804688 0.896162068117726
8832239 19259 0.00320983333333333 855.41601562 0.919028085544503
8834203 14211 0.0023685 793.34002686 0.907484002592201
8837496 18525 0.0030875 688.91198730 0.88620009633237
8839340 17697 0.0029495 639.22808838 0.820061920052264
8841203 13582 0.00226366666666667 600.58135986 0.651091712119749
8842996 18790 0.00313166666666667 573.93469238 0.863210539890165
8844842 18899 0.00314983333333333 548.07598877 0.866187110042456
8846695 13303 0.00221716666666667 508.13601685 0.728113865051397
8848337 18983 0.00316383333333333 485.22003174 0.848259308055313
8850196 4 6.66666666666667e-07 446.15866089 0.0059825194784014
8850290 19799 0.00329983333333333 447.94137573 0.866789772397022
8852141 14290 0.00238166666666667 430.78265381 0.849576854248999
8853688 1 1.66666666666667e-07 413.05734253 6.51290776908486e-05
8853855 16630 0.00277166666666667 409.15335083 0.892209670158302
8859252 24475 0.00407916666666667 905.40667725 0.911064516749713
8861095 25288 0.00421466666666667 965.40136719 0.855312549868736
8863174 18728 0.00312133333333333 1140.25341797 0.871347915827464
8865030 17644 0.00294066666666667 1054.88000488 0.88544094509466
8866872 21125 0.00352083333333333 957.90936279 0.91087110809782
8868944 19104 0.003184 894.74395752 0.905450913028846
8870826 19262 0.00321033333333333 845.40667725 0.920987722190748
8872691 19759 0.00329316666666667 788.18664551 0.931349749570158
8874576 15882 0.002647 744.42266846 0.922822428733478
8876186 2244 0.000374 724.31604004 0.858538531240011
8876485 6982 0.00116366666666667 717.35601807 0.876101974768873
8877233 14625 0.0024375 694.15734863 0.842857576980872
8878792 2537 0.000422833333333333 648.13598633 0.256317452566388
8879760 653 0.000108833333333333 618.79473877 0.419681037340475
8880026 680 0.000113333333333333 610.73602295 0.275405050338252
8880399 0 0 600.73065186 0.035506821369374
8880621 0 0 598.61999512 0.140290235076556
8880813 15753 0.0026255 598.25201416 0.849042811171394
8882559 0 0 566.44006348 0.146121646871104
8883140 21019 0.00350316666666667 552.65863037 0.869793842084525
8885669 18456 0.003076 507.31335449 0.844720462712273
8887605 21276 0.003546 478.92401123 0.826514646571448
8889731 18163 0.00302716666666667 447.88931274 0.87104826841236
8891469 16930 0.00282166666666667 418.69070435 0.876754066743226
8893017 20074 0.00334566666666667 397.85998535 0.84551779451848
8898536 24534 0.004089 1006.18804932 0.902915185974411
8900421 18390 0.003065 1105.95617676 0.909971400600981
8916141 23297 0.00388283333333333 1096.25866699 0.864796634539475
8918097 22752 0.003792 1123.19067383 0.903713142568126
8919987 13677 0.0022795 1236.49462891 0.844221704764762
8921417 17892 0.002982 1228.96130371 0.872147489791016
8923276 17506 0.00291766666666667 1133.64929199 0.894955898509525
8925128 18168 0.003028 969.74804688 0.906792056870406
8926981 18656 0.00310933333333333 853.82000732 0.917488431338655
8928816 19470 0.003245 778.08270264 0.927268264556496
8930680 6340 0.00105666666666667 737.22265625 0.87619541633501
8931343 19162 0.00319366666666667 722.37597656 0.882838176368842
8933255 5521 0.000920166666666667 688.09338379 0.721534037278431
8933940 18542 0.00309033333333333 668.76269531 0.874972489949145
8935788 17800 0.00296666666666667 629.62530518 0.834408941115016
8937629 18646 0.00310766666666667 586.54400635 0.857850824267365
8939497 16838 0.00280633333333333 544.78002930 0.854414241498993
8941348 14293 0.00238216666666667 498.92401123 0.852660769283932
8942791 6766 0.00112766666666667 497.61196899 0.848432427201202
8943478 19389 0.0032315 487.44400024 0.855442429333324
8945337 20440 0.00340666666666667 457.79199219 0.878906318614457
8947206 9624 0.001604 422.07067871 0.799142848317716
8948172 18585 0.0030975 416.59069824 0.884970888346131
8949855 16830 0.002805 397.76266479 0.875171096081495
8956124 22865 0.00381083333333333 1111.75610352 0.885365067451254
8957955 21900 0.00365 1138.03063965 0.894873212282483
8959929 15389 0.00256483333333333 1250.61474609 0.911142523003559
8961413 7585 0.00126416666666667 1206.38134766 0.874592540241503
8962837 18927 0.0031545 1057.11059570 0.908708604313023
8964681 18016 0.00300266666666667 996.00671387 0.889257538578331
8966518 18069 0.0030115 954.34393311 0.905874475905991
8968337 16097 0.00268283333333333 867.96527100 0.900235254731721
8970038 19153 0.00319216666666667 819.35736084 0.91371555506386
8971933 10752 0.001792 759.00134277 0.903514830339114
8973113 18049 0.00300816666666667 718.80798340 0.870011246747305
8974958 19060 0.00317666666666667 667.67199707 0.897807381471656
8976816 3251 0.000541833333333333 625.59338379 0.481933008243546
8977513 17881 0.00298016666666667 615.12805176 0.846753226756976
8979346 18705 0.0031175 575.66271973 0.864941906191519
8981302 18537 0.0030895 539.59997559 0.864187670729515
8983330 15234 0.002539 507.69598389 0.681073443068917
8985220 2046 0.000341 476.40805054 0.841338913145605
8990431 23749 0.00395816666666667 1139.52001953 0.915928901028674
8992323 21877 0.00364616666666667 1129.89721680 0.878814867759689
8994204 20131 0.00335516666666667 1233.46936035 0.905400936115489
8996553 18939 0.0031565 1170.84936523 0.907648205446292
8998570 18795 0.0031325 1041.38403320 0.916835086752525
9000485 19106 0.00318433333333333 904.41607666 0.891648107001732
9002539 19791 0.0032985 859.28802490 0.894139312295291
9004523 8639 0.00143983333333333 754.98406982 0.919300781269821
9005385 17949 0.0029915 726.90264893 0.861078302351275
9007152 15834 0.002639 658.67468262 0.77876568553396
9008828 17542 0.00292366666666667 624.01470947 0.77240357751892
9010839 17585 0.00293083333333333 581.09600830 0.821862163924176
9012694 1 1.66666666666667e-07 348.96932983 2.13302130278847e-05
9012804 24590 0.00409833333333333 329.00799561 0.894131478929908
9014673 5 8.33333333333333e-07 346.86404419 0.0105220151481819
9014747 23317 0.00388616666666667 348.54266357 0.871967380814887
9016595 23278 0.00387966666666667 356.08535767 0.897151039491149
9018433 23060 0.00384333333333333 354.46133423 0.883602682482945
9020279 22431 0.0037385 346.05868530 0.894643444318216
9022133 25339 0.00422316666666667 315.27868652 0.906499319905109
9024168 17173 0.00286216666666667 288.97601318 0.911009239999486
9033828 12495 0.0020825 987.21325684 0.804610160160258
9035121 1 1.66666666666667e-07 1060.98925781 0.00105808608008858
9035184 14994 0.002499 1052.50927734 0.841557237582178
9036756 20612 0.00343533333333333 1150.01159668 0.875870831334926
9038612 19330 0.00322166666666667 1151.76049805 0.870619578000302
9040512 9421 0.00157016666666667 1060.52990723 0.842377701080306
9046523 23931 0.0039885 1020.83294678 0.838882488249814
9048366 21695 0.00361583333333333 1104.69665527 0.79917861422496
9050324 17342 0.00289033333333333 1172.25390625 0.801990909256888
9052089 18857 0.00314283333333333 1125.33129883 0.857343124651027
9053941 19004 0.00316733333333333 1023.97760010 0.87667504531245
9055841 19376 0.00322933333333333 920.45098877 0.892444233782381
9057695 19770 0.003295 819.18560791 0.895891707261268
9059532 1 1.66666666666667e-07 752.17596436 0.000143096467960352
9059771 2151 0.0003585 706.25000000 0.680262966388041
9060260 1019 0.000169833333333333 684.13336182 0.609210721937995
9060440 8685 0.0014475 668.93334961 0.692476904082661
9061408 16228 0.00270466666666667 649.20001221 0.739769419203017
9063132 19701 0.0032835 597.88336182 0.792621874961096
9065062 17316 0.002886 528.71868896 0.68585716488235
9066919 18962 0.00316033333333333 487.98504639 0.732154467874557
9068773 1488 0.000248 462.46560669 0.749357767393641
9069096 23174 0.00386233333333333 449.42266846 0.804644510015092
9071282 22080 0.00368 418.17626953 0.818520450132432
9073203 14293 0.00238216666666667 389.91921997 0.825322209958464
9074527 26004 0.004334 376.89199829 0.855157382503251
9076678 25186 0.00419766666666667 349.53173828 0.880379069209742
9078663 26273 0.00437883333333333 306.21786499 0.888979438938387
9080574 26014 0.00433566666666667 308.98693848 0.905725298147421
9082544 25642 0.00427366666666667 285.82748413 0.901161847777051
9084657 6185 0.00103083333333333 264.60321045 0.894228026556651
9088653 23753 0.00395883333333333 951.15557861 0.899582265550383
9090751 23247 0.0038745 980.44696045 0.87302251354151
9092662 20054 0.00334233333333333 1069.89331055 0.867790461027949
9094772 19067 0.00317783333333333 1019.49029541 0.849288243819769
9096694 19955 0.00332583333333333 918.43695068 0.905430406307222
9098601 19749 0.0032915 855.57897949 0.909979073492513
9100470 21377 0.00356283333333333 791.62567139 0.909951617078357
9102642 4763 0.000793833333333333 672.54998779 0.717100735604578
9103395 16667 0.00277783333333333 652.79998779 0.734963730754751
9105241 17495 0.00291583333333333 597.36663818 0.750708174393831
9107427 19647 0.0032745 505.48052979 0.78014905191631
9109279 18042 0.003007 482.73013306 0.719900980204059
9111333 16716 0.002786 443.39682007 0.830712554019065
9113542 21579 0.0035965 410.65573120 0.876672020641577
9115475 22587 0.0037645 372.56533813 0.86240090350688
9117361 9424 0.00157066666666667 354.66079712 0.850676183033953
9118561 22011 0.0036685 337.32266235 0.903828476873674
9120540 23664 0.003944 201.27653503 0.920397696529334
9122063 25470 0.004245 249.20025635 0.915944758453531
9123907 6529 0.00108816666666667 249.95547485 0.898284428405189
9131265 24035 0.00400583333333333 1033.92395020 0.859259259003125
9133168 18767 0.00312783333333333 1053.05700684 0.779371644367858
9134927 1551 0.0002585 1094.37927246 0.643904276782592
9135207 19662 0.003277 1094.62658691 0.829878771113566
9137082 19742 0.00329033333333333 1045.01867676 0.864211373730353
9139185 19846 0.00330766666666667 923.48962402 0.899961104185442
9141050 23347 0.00389116666666667 821.64129639 0.914872691472641
9143175 15587 0.00259783333333333 699.08331299 0.693200350662849
9144941 2569 0.000428166666666667 638.73333740 0.702013299913827
9145286 19051 0.00317516666666667 627.26666260 0.668436564409202
9147948 19477 0.00324616666666667 567.13336182 0.824623079074912
9149928 20734 0.00345566666666667 514.93627930 0.823820197288169
9151876 21262 0.00354366666666667 484.13040161 0.835863857296476
9153749 21963 0.0036605 457.90292358 0.855031970239615
9155644 21052 0.00350866666666667 431.88000488 0.828582849408144
9157528 22219 0.00370316666666667 401.71920776 0.873300176351934
9159379 22944 0.003824 376.02667236 0.880267097510794
9161258 22839 0.0038065 351.43548584 0.884606588823698
9164322 15486 0.002581 312.08639526 0.904008790243488
9172990 14555 0.00242583333333333 242.10453796 0.911244972155958
9174059 26686 0.00444766666666667 232.72747803 0.923737149349043
9175940 26631 0.0044385 222.92559814 0.926548674361935
9177801 20074 0.00334566666666667 217.78079224 0.926560784929603
9236489 27670 0.00461166666666667 959.81231689 0.872027079740629
9238362 21493 0.00358216666666667 1084.13256836 0.753089945370687
9240340 4332 0.000722 1123.51159668 0.752565453471321
9240820 6175 0.00102916666666667 1127.92822266 0.660953127074279
9241568 21034 0.00350566666666667 1072.68469238 0.860829845576342
9243447 19450 0.00324166666666667 1000.76361084 0.828858209295032
9245301 20094 0.003349 936.22729492 0.882562978639655
9247171 22951 0.00382516666666667 845.38531494 0.923328593509678
9249191 20984 0.00349733333333333 774.85998535 0.915700803433606
9251569 4595 0.000765833333333333 685.39593506 0.90549442333214
9252025 18231 0.0030385 645.03332520 0.73065556501501
9253928 18800 0.00313333333333333 603.15002441 0.750067191626815
9255779 11701 0.00195016666666667 564.78332520 0.76984980415823
9257200 21888 0.003648 512.59197998 0.778839084417099
9259152 21405 0.0035675 475.46133423 0.777604935081348
9261017 23302 0.00388366666666667 447.69198608 0.824389305225292
9262951 22350 0.003725 419.41921997 0.804148370767007
9264816 19689 0.0032815 390.61145020 0.858201653255568
9267801 18209 0.00303483333333333 359.72692871 0.871851355718605
9269788 25415 0.00423583333333333 336.39440918 0.89104860459922
9271645 7129 0.00118816666666667 314.27334595 0.884947418235771
9298956 23258 0.00387633333333333 1108.07092285 0.812596653003592
9300788 20041 0.00334016666666667 1163.63256836 0.842057303208621
9302563 3880 0.000646666666666667 1211.52697754 0.835062394201002
9304868 4865 0.000810833333333333 1156.33630371 0.726848932572152
9305468 18540 0.00309 1121.86865234 0.830830454936307
9307387 18362 0.00306033333333333 1022.47595215 0.843120928807235
9309272 19543 0.00325716666666667 948.85894775 0.903634268547523
9311213 19540 0.00325666666666667 894.58697510 0.89840560692491
9313089 18635 0.00310583333333333 863.49359131 0.907248484919563
9314884 3520 0.000586666666666667 806.32427979 0.901823788666649
9315267 26296 0.00438266666666667 793.35699463 0.916565041753242
9317731 15772 0.00262866666666667 705.11663818 0.683600608591984
9319607 1369 0.000228166666666667 678.04998779 0.709383288237421
9320015 15374 0.00256233333333333 664.45001221 0.672683941830493
9321879 17025 0.0028375 627.53332520 0.732839694670097
9323927 19201 0.00320016666666667 586.66668701 0.804088697544013
9325827 22009 0.00366816666666667 515.36108398 0.785418594309315
9327907 3988 0.000664666666666667 493.96374512 0.81676291588475
9328307 19875 0.0033125 497.75546265 0.796270308759307
9330159 20876 0.00347933333333333 467.26425171 0.8046449519714
9332041 22997 0.00383283333333333 455.05520630 0.735368433361494
9343004 27956 0.00465933333333333 785.30096436 0.884462598722901
9344933 5695 0.000949166666666667 924.35528564 0.726026855728764
9345639 22013 0.00366883333333333 1002.37127686 0.853956507886087
9347485 4571 0.000761833333333333 1041.14965820 0.871925260863639
9347976 19481 0.00324683333333333 1047.29760742 0.873884547122909
9349846 5879 0.000979833333333333 954.35327148 0.903241798734015
9350428 18156 0.003026 933.31231689 0.840810070588347
9352418 19387 0.00323116666666667 839.50225830 0.91602025313378
9354585 16103 0.00268383333333333 722.41668701 0.689617095144156
9356454 17004 0.002834 658.56665039 0.750426624934358
9358304 18384 0.003064 598.96667480 0.78447915284098
9360125 19621 0.00327016666666667 564.46667480 0.796849665585276
9362472 18793 0.00313216666666667 553.66668701 0.789921798494355
9364319 22547 0.00375783333333333 488.00082397 0.822996456883354
9366465 12744 0.002124 459.00427246 0.885713524259013
9367686 1457 0.000242833333333333 456.14077759 0.873834947242149
9367855 989 0.000164833333333333 455.03948975 0.841475899225472
9367977 2047 0.000341166666666667 459.33465576 0.797481498070913
9368205 7946 0.00132433333333333 517.50964355 0.937977481443633
9368936 22645 0.00377416666666667 448.54159546 0.829707205763009
9370867 22995 0.0038325 441.39865112 0.799587513377652
9372925 21411 0.0035685 419.07308960 0.858712158298106
9374763 15659 0.00260983333333333 372.47091675 0.855316497407476
9376056 22414 0.00373566666666667 371.18078613 0.868777711153007
9377875 6359 0.00105983333333333 355.84078979 0.819232860919834
9396865 24548 0.00409133333333333 1014.68493652 0.781201068101457
9398744 10791 0.0017985 1125.89660645 0.770639067868258
9399790 16656 0.002776 1195.18530273 0.731800518949006
9401476 3768 0.000628 1251.24157715 0.679579918920442
9402293 14128 0.00235466666666667 1232.35595703 0.67089490376901
9404058 4136 0.000689333333333333 1137.43298340 0.679712918891775
9405253 2942 0.000490333333333333 1073.53259277 0.614650377740882
9407886 2909 0.000484833333333333 954.22961426 0.592642093911482
9408425 1598 0.000266333333333333 938.20593262 0.530280636863003
9409433 743 0.000123833333333333 883.06829834 0.749937753696517
9409617 20065 0.00334416666666667 869.67694092 0.908185249082786
9411524 19563 0.0032605 809.30993652 0.917557749077352
9413388 3630 0.000605 749.91467285 0.863745972672083
9413814 10297 0.00171616666666667 703.58331299 0.609064117371045
9415205 3928 0.000654666666666667 673.66668701 0.59023302033116
9415790 17126 0.00285433333333333 651.41668701 0.732038371668102
9417656 18148 0.00302466666666667 608.46667480 0.769696222786964
9419518 16019 0.00266983333333333 601.88336182 0.755902976295577
9421776 25101 0.0041835 614.18164062 0.923536438591856
9424006 9223 0.00153716666666667 597.16864014 0.881650230021256
9424950 19714 0.00328566666666667 521.22961426 0.779744589747225
9426808 20864 0.00347733333333333 501.15386963 0.820994139184763
9428677 20931 0.0034885 484.03601074 0.790195551724359
9430633 23119 0.00385316666666667 458.97280884 0.812848518982729
9432710 21693 0.0036155 428.68612671 0.839988134449264
9434545 21818 0.00363633333333333 419.92266846 0.844291547723587
9436410 21943 0.00365716666666667 388.56613159 0.842040720185631
9438266 17977 0.00299616666666667 381.61199951 0.86435157617651
9447444 23454 0.003909 1026.69836426 0.782639909687879
9449306 19000 0.00316666666666667 1124.53637695 0.723347753938667
9451168 10770 0.001795 1191.21032715 0.752470801458717
9453091 12728 0.00212133333333333 1141.05456543 0.80839344509765
9454509 18936 0.003156 1094.04357910 0.860536374976733
9456341 18635 0.00310583333333333 1054.87658691 0.887422499085237
9458180 18498 0.003083 961.52600098 0.874927051873442
9460021 20448 0.003408 893.03228760 0.888859639827337
9462023 19288 0.00321466666666667 834.43194580 0.909127600699413
9463885 19609 0.00326816666666667 776.80334473 0.905357462119519
9466130 16713 0.0027855 690.03332520 0.731230116544778
9467988 16040 0.00267333333333333 650.59997559 0.697482520118757
9469830 3689 0.000614833333333333 610.25000000 0.747679745920152
9470447 8172 0.001362 599.59997559 0.777378979155991
9471292 14153 0.00235883333333333 589.93334961 0.639409560409852
9473039 3165 0.0005275 563.65002441 0.624660605907769
9473489 7455 0.0012425 553.04998779 0.723322820366522
9474321 13182 0.002197 500.20986938 0.61290199339532
9475948 14747 0.00245783333333333 495.75732422 0.650937256670538
9477603 195 3.25e-05 472.28320312 0.521359559688056
9477694 17953 0.00299216666666667 474.09255981 0.789991316934669
9479354 1304 0.000217333333333333 453.52908325 0.745380283324128
9479642 12162 0.002027 441.77627563 0.778357471153127
9480905 4132 0.000688666666666667 426.98693848 0.760967266013252
9481337 15978 0.002663 424.87869263 0.822518496655433
9486424 24716 0.00411933333333333 1010.00323486 0.864432138481697
9488173 18080 0.00301333333333333 1118.90063477 0.80549841473203
9489938 3729 0.0006215 1165.48767090 0.725454951880082
9490386 20155 0.00335916666666667 1159.69299316 0.807413746151139
9492368 18735 0.0031225 1111.39233398 0.845723485063113
9494234 19288 0.00321466666666667 993.90893555 0.877853934337249
9496101 19562 0.00326033333333333 907.90759277 0.91376123631723
9497947 19049 0.00317483333333333 834.55560303 0.89389859718321
9499806 3651 0.0006085 766.23858643 0.900109177155621
9500427 6278 0.00104633333333333 708.56665039 0.697433175706186
9501284 8627 0.00143783333333333 683.18334961 0.734500906608596
9502458 5944 0.000990666666666667 661.45001221 0.784487148481866
9503385 5135 0.000855833333333333 623.83331299 0.794007335578548
9504061 7441 0.00124016666666667 612.40002441 0.773693283625298
9504979 7144 0.00119066666666667 608.78332520 0.755550745027619
9506041 18262 0.00304366666666667 596.51666260 0.764033212339759
9507882 18014 0.00300233333333333 577.73333740 0.756739462146099
9509931 16013 0.00266883333333333 545.43334961 0.734238681660656
9512044 19021 0.00317016666666667 514.05523682 0.740724246158758
9513924 20550 0.003425 498.03866577 0.805597215679005
9515790 20076 0.003346 488.97625732 0.793879786034397
9517694 21028 0.00350466666666667 465.20318604 0.836474359851413
9519561 22435 0.00373916666666667 441.63467407 0.834038016973183
9521565 9246 0.001541 417.83013916 0.855684039502815
9525516 24637 0.00410616666666667 1073.14392090 0.87015110852258
9527405 21119 0.00351983333333333 1095.19189453 0.840509773706647
9529127 20485 0.00341416666666667 1173.61437988 0.850963262751652
9530960 14122 0.00235366666666667 1182.55358887 0.884761373995746
9532329 18324 0.003054 1146.12500000 0.860438670924623
9534156 19112 0.00318533333333333 1037.58093262 0.886969722221961
9535988 18607 0.00310116666666667 986.55963135 0.880776513511554
9537834 19502 0.00325033333333333 913.80828857 0.915639186758856
9539664 20373 0.0033955 843.44195557 0.915942573632006
9541540 20324 0.00338733333333333 795.28259277 0.917294543501448
9543379 17811 0.0029685 767.49298096 0.913509464477164
9545040 5763 0.0009605 694.43334961 0.513112946393707
9545965 17326 0.00288766666666667 665.98333740 0.753437925041079
9547795 18155 0.00302583333333333 617.31665039 0.748104120695437
9549700 18817 0.00313616666666667 588.01666260 0.790979952654513
9551555 18582 0.003097 560.09997559 0.79031844827636
9553388 16791 0.0027985 502.01919556 0.770025491619191
9556885 51 8.5e-06 435.41998291 0.0456114732724902
9557132 22422 0.003737 430.44827271 0.858033430684436
9558964 14579 0.00242983333333333 396.93624878 0.846234864919489
9560274 10200 0.0017 389.44720459 0.857210680545883
9564340 23948 0.00399133333333333 989.20965576 0.869484464176865
9566087 17518 0.00291966666666667 1103.91931152 0.8128283653618
9567867 3368 0.000561333333333333 1182.74792480 0.839903463614011
9568258 17190 0.002865 1196.75756836 0.84376716006722
9570142 16269 0.0027115 1194.61987305 0.872447857110119
9572022 13384 0.00223066666666667 1097.87719727 0.870206734504252
9573871 18204 0.003034 1012.98895264 0.866543564459724
9575722 19657 0.00327616666666667 917.83624268 0.921755655379919
9577591 19072 0.00317866666666667 846.19799805 0.91784030469631
9579396 3546 0.000591 800.95367432 0.902239706558024
9579787 21383 0.00356383333333333 783.19860840 0.91306537208578
9581795 12692 0.00211533333333333 698.36663818 0.683183900054419
9583331 16029 0.0026715 660.58331299 0.720111519671193
9585180 18843 0.0031405 626.53332520 0.768174786964039
9587179 5446 0.000907666666666667 574.33331299 0.707586925516309
9590333 23729 0.00395483333333333 546.74798584 0.945569105062926
9592393 21658 0.00360966666666667 521.02526855 0.937807938622474
9594274 29280 0.00488 497.44030762 0.945182566002305
9596794 22101 0.0036835 466.57662964 0.933527957724012
9598707 23685 0.0039475 435.41262817 0.946495539918255
9600710 22352 0.00372533333333333 406.70428467 0.939654221339993
9602576 22780 0.00379666666666667 389.95632935 0.948018193493539
9604441 22235 0.00370583333333333 377.14797974 0.935095293093156
9606316 22821 0.0038035 354.25198364 0.938472682863972
9608179 22951 0.00382516666666667 340.54263306 0.954309798831975
9610029 20654 0.00344233333333333 323.07031250 0.954501174291527
9611695 23525 0.00392083333333333 298.14263916 0.956025277416525
9613542 23340 0.00389 285.97030640 0.958434398532168
9615363 22968 0.003828 272.75564575 0.933613573750897
9617202 23163 0.0038605 264.13433838 0.960092844271483
9619024 22811 0.00380183333333333 247.82797241 0.93104127445026
9620866 9916 0.00165266666666667 234.33064270 0.952938522556221
9652695 1206 0.000201 1019.73760986 0.64468501771294
9653609 10461 0.0017435 979.68731689 0.817482623554872
9654486 2808 0.000468 984.42193604 0.873361983157695
9654768 13812 0.002302 992.23059082 0.769908630178922
9657375 12146 0.00202433333333333 993.99725342 0.851898381186836
9658475 3685 0.000614166666666667 1069.98168945 0.792374794139058
9658879 18838 0.00313966666666667 1084.62731934 0.802193745303324
9660737 19045 0.00317416666666667 1103.33630371 0.869966824228362
9662584 18157 0.00302616666666667 1066.85461426 0.856917054834627
9664450 20280 0.00338 842.87664795 0.86778411897329
9666311 19829 0.00330483333333333 903.93261719 0.886395978849794
9668184 12998 0.00216633333333333 879.85290527 0.895838506543507
9669445 3647 0.000607833333333333 838.14190674 0.903047740507982
9670017 20132 0.00335533333333333 818.72631836 0.912707991621885
9671875 13671 0.0022785 772.88128662 0.914084062047915
9673226 16195 0.00269916666666667 712.31665039 0.68914306449443
9675124 17734 0.00295566666666667 679.11663818 0.733156754194668
9677075 17827 0.00297116666666667 632.54998779 0.759905626682229
9680208 18174 0.003029 585.40002441 0.782175878186995
9682059 19182 0.003197 550.73333740 0.81796861165469
9683941 20910 0.003485 492.39041138 0.837689213671439
9685797 21775 0.00362916666666667 451.43652344 0.839900830669179
9687664 4007 0.000667833333333333 427.88372803 0.823693224432767
9691276 24665 0.00411083333333333 1048.79931641 0.822263389457508
9693136 20839 0.00347316666666667 1133.24597168 0.838271866605381
9694859 17178 0.002863 1239.28125000 0.756049600192361
9696717 16705 0.00278416666666667 1192.99462891 0.801880699668303
9698558 18409 0.00306816666666667 1060.90087891 0.874644691379743
9700441 18066 0.003011 954.91864014 0.888570343085848
9703341 19302 0.003217 822.01232910 0.916640547803413
9705232 20354 0.00339233333333333 766.02661133 0.900358138010352
9707096 19266 0.003211 799.13397217 0.900635922526299
9708958 19505 0.00325083333333333 769.17126465 0.916278675192137
