12.5 4.23063e-06 3.52082e-06 1.69157e-06 1.39476e-06 2.55119 2.47068
17.5 6.15448e-07 5.24632e-07 2.09553e-07 1.81517e-07 2.97701 2.85011
22.5 1.18944e-07 1.0432e-07 4.06688e-08 3.53605e-08 2.98142 2.89552
27.5 2.65846e-08 2.29984e-08 9.22691e-09 7.8704e-09 2.95421 2.85021
32.5 6.27091e-09 5.44029e-09 2.13483e-09 1.88228e-09 2.99609 2.81821
37.5 1.51992e-09 1.29705e-09 5.25696e-10 4.53165e-10 2.9717 2.77763
42.5 3.56641e-10 3.04574e-10 1.25718e-10 1.09043e-10 2.96463 2.68681
47.5 8.61281e-11 7.33468e-11 3.11723e-11 2.42025e-11 3.12857 2.67166
52.5 1.99624e-11 1.56285e-11 7.24773e-12 5.26002e-12 3.11299 2.58194
57.5 4.19115e-12 3.52917e-12 1.5488e-12 1.10747e-12 3.41545 2.48849
